id,objectType,name,definition,component,domain,versionStatus,sourceVersion,sourceAuthority,sourceUrl,measureType,scaleDisplay,normalizedFormula,denominatorPopulation,displayDefinition
"","Data element","Abortion (spontaneous)","Monthly HMIS reporting element: Abortion (spontaneous).","Antenatal care and high-risk pregnancy","Maternal, newborn and reproductive health","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Abortion (spontaneous). Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Acute Encephalitis Syndrome/ Japanese Encephalitis (AES/ JE)","Monthly HMIS reporting element: Acute Encephalitis Syndrome/ Japanese Encephalitis (AES/ JE).","Vector-borne diseases","Communicable diseases","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Acute Encephalitis Syndrome/ Japanese Encephalitis (AES/ JE). Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Adolescent Friendly Health Clinics (AFHCs)","Monthly HMIS reporting element: Adolescent Friendly Health Clinics (AFHCs).","Adolescent health","Child, adolescent and nutrition services","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Adolescent Friendly Health Clinics (AFHCs). Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Adult 19 years and above","Monthly HMIS reporting element: Adult 19 years and above.","Mortality and death review","Mortality and vital events","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Adult 19 years and above. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Adverse Event Following Immunisation (AEFI)","Monthly HMIS reporting element: Adverse Event Following Immunisation (AEFI).","Immunization","Child, adolescent and nutrition services","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Adverse Event Following Immunisation (AEFI). Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Age wise maternal deaths reported at block level (Home & Transit deaths)","Monthly HMIS reporting element: Age wise maternal deaths reported at block level (Home & Transit deaths).","Mortality and death review","Mortality and vital events","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Age wise maternal deaths reported at block level (Home & Transit deaths). Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Age wise total Maternal Deaths, occurred at Facility","Monthly HMIS reporting element: Age wise total Maternal Deaths, occurred at Facility.","Mortality and death review","Mortality and vital events","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Age wise total Maternal Deaths, occurred at Facility. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Age wise total number of delivery (Home +Institutional) reported (2.3.1+2.3.2+2.3.3+2.3.4)","Monthly HMIS reporting element: Age wise total number of delivery (Home +Institutional) reported (2.3.1+2.3.2+2.3.3+2.3.4).","Delivery and intrapartum care","Maternal, newborn and reproductive health","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Age wise total number of delivery (Home +Institutional) reported (2.3.1+2.3.2+2.3.3+2.3.4). Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Albendazole 400 mg Tablets","Monthly HMIS reporting element: Albendazole 400 mg Tablets.","Medicines, supplies and equipment","Health services and systems","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Albendazole 400 mg Tablets. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Allopathic- Outpatient attendance","Monthly HMIS reporting element: Allopathic- Outpatient attendance.","Tuberculosis services","Communicable diseases","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Allopathic- Outpatient attendance. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Anaemia- Identified & Treated","Monthly HMIS reporting element: Anaemia- Identified & Treated.","Anaemia and nutrition","Child, adolescent and nutrition services","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Anaemia- Identified & Treated. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","ANC services","Monthly HMIS reporting element: ANC services.","Antenatal care and high-risk pregnancy","Maternal, newborn and reproductive health","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: ANC services. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Antepartum (Macerated) Still Birth","Monthly HMIS reporting element: Antepartum (Macerated) Still Birth.","Antenatal care and high-risk pregnancy","Maternal, newborn and reproductive health","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Antepartum (Macerated) Still Birth. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Average kilometres travelled by all ALS Ambulances in the district during the month","Monthly HMIS reporting element: Average kilometres travelled by all ALS Ambulances in the district during the month.","Patient services and utilization","Health services and systems","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Average kilometres travelled by all ALS Ambulances in the district during the month. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Average kilometres travelled by all BLS Ambulances in the district during the month","Monthly HMIS reporting element: Average kilometres travelled by all BLS Ambulances in the district during the month.","Patient services and utilization","Health services and systems","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Average kilometres travelled by all BLS Ambulances in the district during the month. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Average number of trips per day by all ALS Ambulances in the district during the month","Monthly HMIS reporting element: Average number of trips per day by all ALS Ambulances in the district during the month.","Patient services and utilization","Health services and systems","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Average number of trips per day by all ALS Ambulances in the district during the month. Denominator population: Not supplied in registry metadata; consult the authoritative source."
